id,user_id,title,description,taxonomy,amount,currency,reservado,envio,url_completa,ciudad
3zl8wp8ewp6x,mznlgp259yjn,Casa movil 8x4 m 3 dormitorios como nueva ,"Se vende excelente mobil home casa móvil seminueva poco uso de la marca de mobilhome y casas prefabricadas Ohara distribuida en 3 dormitorios, cocina, salón comedor, WC y baño. Climalit en ventanas. Venga a verla a Aranjuez (Madrid) Tenemos más casas moviles en stock en Madrid, Alicante y Euskadi. Mide 8x4 m. Financiamos la compra sin entrada hasta en 120 meses. Abrimos todos los días del año, festivos incluidos. ","[{'id': 200, 'name': 'Real Estate', 'icon': 'house'}]",17950,EUR,False,False,https://es.wallapop.com/item/casa-movil-8x4-m-3-dormitorios-como-nueva-1087299469,Madrid
0j247rr1nvzy,ke6529g7006o,Estudio en alquiler en Cortes - Huertas en Madrid,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este magnífico estudio, ubicado en la vibrante zona de Huertas-Cortes, te ofrece un espacio amplio y luminoso donde disfrutar de la vida urbana. A tan solo un paso del Paseo de la Castellana y la Plaza de Santa Ana, tendrás todo lo que necesitas al alcance de la mano. El edificio cuenta con ascensor, facilitando tu día a día, y el estudio está listo para entrar a vivir.

Con 45 m² construidos y 40 m² útiles, este espacio se adapta a tus necesidades con un baño completo y armarios empotrados. La calefacción y el aire acondicionado garantizan tu confort durante todo el año. 

El alquiler incluye el agua fría, mientras que la electricidad corre por cuenta del inquilino. Se solicita un mes de fianza más dos meses de aval o depósito. Contrato según LAU. No pierdas la oportunidad de vivir en una de las zonas más emblemáticas de Madrid. ¡Ven a visitarlo y enamórate de su encanto!","[{'id': 200, 'name': 'Real Estate', 'icon': 'house'}]",990,EUR,False,False,https://es.wallapop.com/item/estudio-en-alquiler-en-cortes-huertas-en-madrid-1091921083,Madrid
36e17wq8nyjd,g0j24d7xnnzy,Alquiler vacacional ,"Piso para pasar las vacaciones en Águilas, Murcia. Alquilamos por semanas y meses. 

El piso cuenta con 2 habitaciones, 2 baños y una terraza privada grande (zona de relax, cocina exterior y barbacoa). La urbanizacíon cuenta con una piscina y esta a 5 minutos de las playas y centro de Águilas.



Precios indicativos:
-Julio/agosto  95 €/ noche
- Octubre: 55€/noche
- Noviembre y adelante: 50€/noche

Informe sin compromiso y te damos un precio muy atractivo!
Instagram : casa_seeeagle","[{'id': 200, 'name': 'Real Estate', 'icon': 'house'}]",95,EUR,False,False,https://es.wallapop.com/item/alquiler-vacacional-1091865115,Madrid
x6qmgyeld5jy,ke6529g7006o,Piso en alquiler en Recoletos en Madrid,"Palaciego piso. Edificio clásico con paso de carruajes. Gran altura de techos.

Emporio Real Estate le ofrece este exclusivo piso en alquiler, ubicado en uno de los edificios con más encanto de Madrid. Se trata de una segunda planta (único piso en la planta) de más de 500 m², y está lleno de detalles que cautivan.
Nada más entrar al edificio, su imponente entrada de carruajes nos da una idea del lujo y la elegancia que nos espera. El amplio ascensor en madera de caoba y sus escaleras flanqueadas por bonitas cristaleras, nos trasladan a la vivienda. La puerta blindada da paso al amplio hall recibidor con armario gabanero y aseo de cortesía. Pasando a través de dos columnas, llegamos a la zona de salones. Son dos salones y el comedor, conectados mediante puertas correderas. Anexo al comedor, encontramos un office de apoyo. Justo en el esquinazo del edificio, hay otra estancia que bien podría utilizarse como despacho, cuarto de estar, o incluso dormitorio. A todas estas estancias, también tenemos acceso a través de un pasillo con techo abovedado que cuenta con iluminación indirecta. Antes de adentrarnos en la zona de dormitorios, tenemos una terraza interior de 7 m², ideal para disfrutar de un buen desayuno o una cena con amigos.
Un pasillo nos traslada a la zona de los dormitorios. Dos de estos dormitorios están conectados mediante un gran vestidor con armarios de madera maciza, que hará las delicias de los amantes de la moda. Un tercer dormitorio cuenta con su propio vestidor. Para dar servicio a esta zona, hay dos baños completos. El baño principal es sencillamente impresionante. Dispone de bañera, amplia ducha y sauna de vapor, para relajarse después de una intensa jornada de trabajo.

Es de destacar que los altos techos disponen de molduras de escayola que van variando su diseño de una estancia a otra. Los suelos siguen el alto nivel de calidades seleccionadas, siendo de tarima sobre rastreles de pino melis y de mármol en los baños.
Sólo nos queda por describir la","[{'id': 200, 'name': 'Real Estate', 'icon': 'house'}]",12900,EUR,False,False,https://es.wallapop.com/item/piso-en-alquiler-en-recoletos-en-madrid-1091791990,Madrid
pj9m7002e26e,08z84g9no63w,Plaza garaje moto alquiler,"plaza de garaje amplia con portero 24h. ascensor, mando. localizada en la mejora zona del barrio de Salamanca","[{'id': 200, 'name': 'Real Estate', 'icon': 'house'}]",50,EUR,False,False,https://es.wallapop.com/item/plaza-garaje-moto-alquiler-1079457113,Madrid
4z4exvx18mjy,ke6529g7006o,Piso en alquiler en Cortes - Huertas en Madrid,"ALQUILER TEMPORAL MAXIMO UN AÑO
Este encantador piso cuenta con dos amplias habitaciones, ideal para aquellos que buscan un espacio cómodo y acogedor. La propiedad se distingue por sus luminosos balcones que permiten disfrutar de vistas despejadas y una excelente ventilación natural. Además, el edificio está equipado con un ascensor, lo que facilita el acceso y proporciona una mayor comodidad a sus residentes.

Ubicado en una zona privilegiada, el piso se encuentra en un entorno tranquilo pero cercano a todas las comodidades y servicios esenciales, como tiendas, restaurantes y transporte público. La excelente ubicación garantiza que los residentes puedan disfrutar tanto de la serenidad del hogar como de la vibrante vida urbana a solo unos pasos de distancia.","[{'id': 200, 'name': 'Real Estate', 'icon': 'house'}]",1600,EUR,False,False,https://es.wallapop.com/item/piso-en-alquiler-en-cortes-huertas-en-madrid-1091780514,Madrid
nzx4x5ppv5j2,ke6529g7006o,Garaje en alquiler en Cortes - Huertas en Madrid,"Merino Alquila Plaza de Garaje en la Zona Centro de la ciudad, Madrid. 
El Garaje dispone de entrada por la Calle Cedaceros, ascensor, cámara de seguridad y puerta eléctrica.
La plaza tienes las siguientes dimensiones: 2,61 de ancho y 4,60 de largo, ideal para coche grande. 
Esta ubicado en una excelente en un edificio, cuenta con seguridad garantizada, fácil acceso por la calle principal.
 Zona muy céntrica. 
NO DUDES EN CONTACTAR CON NOSOTROS!
 
 
 
 
 
 
 

MERINO LE OFRECE ESTA FANTASTICA VIVIENDA.","[{'id': 200, 'name': 'Real Estate', 'icon': 'house'}]",190,EUR,False,False,https://es.wallapop.com/item/garaje-en-alquiler-en-cortes-huertas-en-madrid-1091744930,Madrid
qjw4wynndwzo,ke6529g7006o,Local comercial en alquiler en Recoletos en Madrid,"BE Local Real Estate ofrece en alquiler local comercial en plena en plena milla de oro Madrileña.
Oportunidad única para cualquier tipo de negocio.
Dos plantas las cuales están lista para ser acondicionada con cualquier tipo de lay out.
Escaparates y puerta de entrada que dan gran visibilidad.

OPORTUNIDAD ÚNICA!

En cuanto a ubicación, la calle Villanueva es seguramente una de las calles más renombradas del barrio de Salamanca, el distrito más cotizado de Madrid. En la zona hay muchos restaurantes, locales de moda, boutiques y hoteles de lujo. Junto al Parque del Retiro y la Puerta de Alcalá, con un gran valor arquitectónico, encontramos la Biblioteca Nacional con una de las mejores colecciones de libros del mundo. La buena conexión con cualquier punto de la ciudad y el aeropuerto, y su marcada personalidad convierte a este local en una excelente oportunidad para tu negocio. Fáciles comunicaciones en transporte publico con metro Serrano (L2 L9) metro Velázquez (L4) todos a escasos minutos, además de varias líneas de autobuses 12 56 143 156 C2.

Ref. GC 15/01.","[{'id': 200, 'name': 'Real Estate', 'icon': 'house'}]",15000,EUR,False,False,https://es.wallapop.com/item/local-comercial-en-alquiler-en-recoletos-en-madrid-1091744729,Madrid
qjw4wynq94zo,ke6529g7006o,Bar en alquiler en Justicia - Chueca en Madrid,"¡Oportunidad única en el corazón de Chueca! 

LOCAL CON SALIDA DE HUMOS

GyH comercializa en traspaso bar de 70m² en la emblemática calle PELAYO de Madrid, una 
ubicación privilegiada entre la Plaza de Chueca y la calle de Fernando VI. 

Este local, con todos sus metros en planta calle, cuenta con licencia de BAR y salida de humos, ideal para emprender tu negocio de hostelería. Con un aforo para 50 personas y un horario flexible de 8h a 2h, ofrece un ambiente perfecto para atraer a una clientela diversa.

El espacio está diseñado para maximizar el confort y la eficiencia, con calefacción y aire acondicionado para asegurar un ambiente agradable durante todo el año. La cocina está completamente equipada, lista para que puedas empezar a operar desde el primer día. Además, dispone de un almacén y dos baños, lo que garantiza funcionalidad y comodidad tanto para el personal como para los clientes.

El alquiler es de 2.200€ mensuales, con un traspaso de 80.000€ negociables.
Se requiere una fianza de 2 meses y garantías por 4 meses.
Los honorarios son de 2.200€ + IVA a cargo del nuevo inquilino.

No pierdas la oportunidad de establecer tu negocio en una de las zonas más vibrantes y concurridas de Madrid. ¡Contáctanos para más información y ven a visitarlo!","[{'id': 200, 'name': 'Real Estate', 'icon': 'house'}]",2200,EUR,False,False,https://es.wallapop.com/item/bar-en-alquiler-en-justicia-chueca-en-madrid-1091742029,Madrid
mzn2klx397zn,ke6529g7006o,Estudio en alquiler en Almagro en Madrid,"DISPONIBLE CON EL MES EN CURSO 

Tuksa Inmobiliaria Madrid ofrece en alquiler de vivienda habitual y de temporada, este encantador piso perfecto para quienes buscan una vivienda en uno de los mejores barrios de la capital. Muy luminoso y silencioso. Consta de 60 m2, repartidos en dormitorio con cama doble, salón con mesa de comedor, cocina independiente, vestidor y baño con bañera.

Se encuentra totalmente equipado, perfecto para entrar a vivir. La finca dispone de ascensor y con amplio jardín en la entrada principal que separa a la vivienda del ruido y transito de la calle. Opción a garaje incluido en la finca.

Está ubicado en Chamberí, entre la plaza de Alonso Martinez y la plaza Colón, en pleno barrio financiero, muy cerca de Justicia Recoletos y barrio Salamanca. Zona con gran cantidad de tiendas, restaurantes y servicios. Excelente ubicación en la calle de Génova, muy bien comunicado con todo tipo de comercios, y con varias paradas de metro y varias líneas de autobús a menos 5 minutos.","[{'id': 200, 'name': 'Real Estate', 'icon': 'house'}]",1700,EUR,False,False,https://es.wallapop.com/item/estudio-en-alquiler-en-almagro-en-madrid-1091740597,Madrid
