id,user_id,title,description,taxonomy,amount,currency,reservado,envio,url_completa,ciudad
nzx4no8empj2,kp617e4p1g65,Cartel boda ,"Diseñamos y fabricamos  carteles para  todo tipo de eventos, mediante corte y grabado laser en madera o metacrilatos. 
(NO TRABAJANOS CON VINILLOS NI IMPRESION, TODO ARTESANAL) ","[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10122, 'name': 'Decoration and mirrors', 'icon': None}, {'id': 24241, 'name': 'Other', 'icon': None}]",25.0,EUR,False,False,https://es.wallapop.com/item/cartel-boda-1090095230,Madrid
qjw4wyke5ezo,dqjwrrkqn46o,2 Sillones de director de cone años 80’s,Dos sillones de director de cine de los años 80’s,"[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10125, 'name': 'Furniture and organization', 'icon': None}, {'id': 24216, 'name': 'Sofas and armchairs', 'icon': None}, {'id': 24219, 'name': 'Armchairs and rocking chairs', 'icon': None}]",100.0,EUR,False,True,https://es.wallapop.com/item/2-sillones-de-director-de-cone-anos-80s-1091834305,Madrid
e6581y1wl06o,ejk49rm1rpzx,Candelabros Villeroy Boch ,Conjunto.  Completamente nuevos. Preciosos ,"[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10122, 'name': 'Decoration and mirrors', 'icon': None}, {'id': 24240, 'name': 'Candles and candle holders', 'icon': None}]",45.0,EUR,False,True,https://es.wallapop.com/item/candelabros-villeroy-boch-1091790500,Madrid
3zl82grwq46x,9nz0wlmrxv6o,Mueble ,Se vende mueble nuevo sin utilizar recién comprado. Retiro en un restaurante en Alonso Martínez.,"[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10125, 'name': 'Furniture and organization', 'icon': None}, {'id': 10127, 'name': 'Storage furniture', 'icon': None}, {'id': 10292, 'name': 'Racks & shelves', 'icon': None}]",140.0,EUR,False,True,https://es.wallapop.com/item/mueble-1091760121,Madrid
pj9mp9d5726e,qnzxpyqr3pj2,Base de cama Ikea,"Base de cama tapizada de Ikea de 140x200. En perfecto estado. Se entrega con sus patas. Solo venta en persona.
Precio de venta Ikea 129€
Negociable.","[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10125, 'name': 'Furniture and organization', 'icon': None}, {'id': 24273, 'name': 'Beds and accessories', 'icon': None}, {'id': 24204, 'name': 'Bed frames', 'icon': None}]",70.0,EUR,False,False,https://es.wallapop.com/item/base-de-cama-ikea-1088891513,Madrid
36e17wk1oyjd,pzpy8r522kz3,Estufa parafina ZIBRO LC 30,"Estufa parafina , poco uso , transporte gratis en Madrid y Comunidad","[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 24276, 'name': 'Heating and air conditioning', 'icon': None}, {'id': 24261, 'name': 'Fireplaces, stoves and radiators', 'icon': None}]",125.0,EUR,False,True,https://es.wallapop.com/item/estufa-parafina-zibro-lc-30-1091753539,Madrid
nz04pmdxdejo,k3zlomdy98zx,Cama y colchon,cama de metal elevable con su colchon ,"[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10125, 'name': 'Furniture and organization', 'icon': None}, {'id': 24273, 'name': 'Beds and accessories', 'icon': None}, {'id': 10269, 'name': 'Mattresses', 'icon': None}]",50.0,EUR,False,True,https://es.wallapop.com/item/cama-y-colchon-1091702299,Madrid
pzp2e9gw7lj3,436eqkynoq6d,Estantería pequeña ,Estantería pequeña para salón o habitación ,"[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10125, 'name': 'Furniture and organization', 'icon': None}, {'id': 10127, 'name': 'Storage furniture', 'icon': None}, {'id': 10292, 'name': 'Racks & shelves', 'icon': None}]",15.0,EUR,True,False,https://es.wallapop.com/item/estanteria-pequena-1091659102,Madrid
9jdk9evyv96k,xzolq5e7m2z9,Sillon reclinable electrico,sillon electrici recilinable con varias posiciones ,"[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10125, 'name': 'Furniture and organization', 'icon': None}, {'id': 24216, 'name': 'Sofas and armchairs', 'icon': None}, {'id': 24219, 'name': 'Armchairs and rocking chairs', 'icon': None}]",150.0,EUR,False,True,https://es.wallapop.com/item/sillon-reclinable-electrico-1086066136,Madrid
36e17wp8yyjd,436eqkynoq6d,Mesa auxiliar,Mesa auxiliar Ikea,"[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10125, 'name': 'Furniture and organization', 'icon': None}, {'id': 24207, 'name': 'Tables and coffee tables', 'icon': None}, {'id': 24209, 'name': 'Dining tables', 'icon': None}]",10.0,EUR,False,False,https://es.wallapop.com/item/mesa-auxiliar-1091658139,Madrid
8j34wyprx169,9nz00l1pd7zo,Barras cortinas Leroy Merlín ,"Juego de dos barras extensibles de cortinas con anclaje de pared, en color plata.","[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10122, 'name': 'Decoration and mirrors', 'icon': None}, {'id': 10273, 'name': 'Curtains', 'icon': None}]",13.0,EUR,False,False,https://es.wallapop.com/item/barras-cortinas-leroy-merlin-1091645082,Madrid
36e17wx53yjd,pzp91q98ok63,Taza inteligente EMBER,"Ember Taza Inteligente 2 con Control de Temperatura: 414 ml, con calefacción, Pantalla LED Inteligente, Control por aplicación, batería Recargable de 80 Minutos de autonomía y diseño Mejorado, Blanca","[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10120, 'name': 'Kitchen', 'icon': None}, {'id': 24231, 'name': 'Cooking, eating and drinking utensils', 'icon': None}, {'id': 10267, 'name': 'Dishes and tableware', 'icon': None}]",90.0,EUR,False,True,https://es.wallapop.com/item/taza-inteligente-ember-1091602339,Madrid
qjw45qnxgqzo,wzvrwmq1p16l,Alfombra ,Alfombra  de lana de 2.50 x 3.40 m,"[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10122, 'name': 'Decoration and mirrors', 'icon': None}, {'id': 10272, 'name': 'Rugs', 'icon': None}]",220.0,EUR,False,True,https://es.wallapop.com/item/alfombra-1086109377,Madrid
9jdk075xq46k,w6735d5ry8jx,Mampara baño,"Mampara para bañera de cristal, con perfil metálico en color blanco. Materiales de calidad. En buen estado. La cambio por reforma. Desmontada y lista para llevar y montar de nuevo. ","[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10119, 'name': 'Bathroom and accessories', 'icon': None}, {'id': 24277, 'name': 'Showers and bathtubs', 'icon': None}]",50.0,EUR,False,False,https://es.wallapop.com/item/mampara-bano-1091585460,Madrid
nzx4x5d9n7j2,x6qykr7k7qjy,Caldero de bronce con soporte,"Caldero antiguo con soporte decorativo. En buen estado. Peso total 2,35kg","[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10125, 'name': 'Furniture and organization', 'icon': None}, {'id': 10285, 'name': 'Antiques', 'icon': None}]",120.0,EUR,False,True,https://es.wallapop.com/item/caldero-de-bronce-con-soporte-1091549778,Madrid
wzv47y9lp7zl,x6qykr7k7qjy,Conjunto reloj y candelabros de bronce,"Conjunto de reloj y 2 candelabros de bronce macizos. En perfecto estado. Conjunto muy pesado: Reloj 44x9x23 4,75kg y candelabros 49x27 2,95kg cada uno. Peso total del conjunto 11kg.","[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10125, 'name': 'Furniture and organization', 'icon': None}, {'id': 10285, 'name': 'Antiques', 'icon': None}]",150.0,EUR,False,True,https://es.wallapop.com/item/conjunto-reloj-y-candelabros-de-bronce-1091545217,Madrid
4z4e2dnnlrjy,wzvrwxegvq6l,Cajas madera ,"cajas destinadas a la recogida de manzanas , ahora ideales para decoracion,  para organizar o para alimentos( recogida en huertos) se pueden vender por unidad o en lote. estan en un pueblo de avila","[{'id': 12467, 'name': 'Home & garden', 'icon': 'furniture'}, {'id': 10125, 'name': 'Furniture and organization', 'icon': None}, {'id': 10291, 'name': 'Boxes and organizers', 'icon': None}, {'id': 10290, 'name': 'Trunks, boxes and bins', 'icon': None}]",4.0,EUR,False,True,https://es.wallapop.com/item/cajas-madera-1066775386,Madrid
